date,city,city_name,total,houses,non_houses
2023-02-01,Sydney,Greater Sydney,1958.0,1096.0,862.0
2023-02-01,Melbourne,Greater Melbourne,3308.0,2091.0,1217.0
2023-02-01,Brisbane,Greater Brisbane,1724.0,1110.0,614.0
2023-02-01,Adelaide,Greater Adelaide,831.0,531.0,300.0
2023-02-01,Perth,Greater Perth,836.0,713.0,123.0
2023-02-01,Hobart,Greater Hobart,170.0,114.0,56.0
2023-02-01,Darwin,Greater Darwin,23.0,23.0,0.0
2023-02-01,ACT,Australian Capital Territory,217.0,70.0,147.0
2023-03-01,Sydney,Greater Sydney,2429.0,1112.0,1317.0
2023-03-01,Melbourne,Greater Melbourne,3506.0,2296.0,1210.0
2023-03-01,Brisbane,Greater Brisbane,2167.0,1150.0,1017.0
2023-03-01,Adelaide,Greater Adelaide,717.0,602.0,115.0
2023-03-01,Perth,Greater Perth,1105.0,875.0,230.0
2023-03-01,Hobart,Greater Hobart,87.0,87.0,0.0
2023-03-01,Darwin,Greater Darwin,48.0,44.0,4.0
2023-03-01,ACT,Australian Capital Territory,363.0,105.0,258.0
2023-04-01,Sydney,Greater Sydney,2812.0,847.0,1965.0
2023-04-01,Melbourne,Greater Melbourne,2457.0,1520.0,937.0
2023-04-01,Brisbane,Greater Brisbane,1032.0,695.0,337.0
2023-04-01,Adelaide,Greater Adelaide,881.0,642.0,239.0
2023-04-01,Perth,Greater Perth,915.0,741.0,174.0
2023-04-01,Hobart,Greater Hobart,82.0,74.0,8.0
2023-04-01,Darwin,Greater Darwin,24.0,24.0,0.0
2023-04-01,ACT,Australian Capital Territory,197.0,58.0,139.0
2023-05-01,Sydney,Greater Sydney,5641.0,1182.0,4459.0
2023-05-01,Melbourne,Greater Melbourne,3436.0,1999.0,1437.0
2023-05-01,Brisbane,Greater Brisbane,1612.0,923.0,689.0
2023-05-01,Adelaide,Greater Adelaide,900.0,654.0,246.0
2023-05-01,Perth,Greater Perth,892.0,819.0,73.0
2023-05-01,Hobart,Greater Hobart,132.0,130.0,2.0
2023-05-01,Darwin,Greater Darwin,28.0,27.0,1.0
2023-05-01,ACT,Australian Capital Territory,89.0,78.0,11.0
2023-06-01,Sydney,Greater Sydney,2325.0,1064.0,1261.0
2023-06-01,Melbourne,Greater Melbourne,3687.0,1837.0,1850.0
2023-06-01,Brisbane,Greater Brisbane,1519.0,974.0,545.0
2023-06-01,Adelaide,Greater Adelaide,872.0,675.0,197.0
2023-06-01,Perth,Greater Perth,939.0,818.0,121.0
2023-06-01,Hobart,Greater Hobart,75.0,73.0,2.0
2023-06-01,Darwin,Greater Darwin,31.0,27.0,4.0
2023-06-01,ACT,Australian Capital Territory,193.0,49.0,144.0
2023-07-01,Sydney,Greater Sydney,2254.0,1127.0,1127.0
2023-07-01,Melbourne,Greater Melbourne,3156.0,1782.0,1374.0
2023-07-01,Brisbane,Greater Brisbane,1768.0,990.0,778.0
2023-07-01,Adelaide,Greater Adelaide,845.0,574.0,271.0
2023-07-01,Perth,Greater Perth,843.0,783.0,60.0
2023-07-01,Hobart,Greater Hobart,111.0,82.0,29.0
2023-07-01,Darwin,Greater Darwin,21.0,21.0,0.0
2023-07-01,ACT,Australian Capital Territory,341.0,74.0,267.0
2023-08-01,Sydney,Greater Sydney,2341.0,1256.0,1085.0
2023-08-01,Melbourne,Greater Melbourne,4318.0,2285.0,2033.0
2023-08-01,Brisbane,Greater Brisbane,1323.0,1147.0,176.0
2023-08-01,Adelaide,Greater Adelaide,816.0,670.0,146.0
2023-08-01,Perth,Greater Perth,1199.0,1081.0,118.0
2023-08-01,Hobart,Greater Hobart,109.0,105.0,4.0
2023-08-01,Darwin,Greater Darwin,25.0,17.0,8.0
2023-08-01,ACT,Australian Capital Territory,553.0,76.0,477.0
2023-09-01,Sydney,Greater Sydney,2553.0,1161.0,1392.0
2023-09-01,Melbourne,Greater Melbourne,3633.0,1903.0,1730.0
2023-09-01,Brisbane,Greater Brisbane,1718.0,1042.0,676.0
2023-09-01,Adelaide,Greater Adelaide,828.0,583.0,245.0
2023-09-01,Perth,Greater Perth,910.0,825.0,85.0
2023-09-01,Hobart,Greater Hobart,74.0,47.0,27.0
2023-09-01,Darwin,Greater Darwin,22.0,22.0,0.0
2023-09-01,ACT,Australian Capital Territory,97.0,65.0,32.0
2023-10-01,Sydney,Greater Sydney,2563.0,1210.0,1353.0
2023-10-01,Melbourne,Greater Melbourne,3696.0,2082.0,1614.0
2023-10-01,Brisbane,Greater Brisbane,1839.0,1136.0,703.0
2023-10-01,Adelaide,Greater Adelaide,829.0,616.0,213.0
2023-10-01,Perth,Greater Perth,1124.0,983.0,141.0
2023-10-01,Hobart,Greater Hobart,72.0,72.0,0.0
2023-10-01,Darwin,Greater Darwin,31.0,31.0,0.0
2023-10-01,ACT,Australian Capital Territory,532.0,76.0,456.0
2023-11-01,Sydney,Greater Sydney,2287.0,1174.0,1113.0
2023-11-01,Melbourne,Greater Melbourne,4433.0,2362.0,2071.0
2023-11-01,Brisbane,Greater Brisbane,1556.0,1115.0,441.0
2023-11-01,Adelaide,Greater Adelaide,854.0,684.0,170.0
2023-11-01,Perth,Greater Perth,1117.0,1038.0,79.0
2023-11-01,Hobart,Greater Hobart,65.0,65.0,0.0
2023-11-01,Darwin,Greater Darwin,40.0,14.0,26.0
2023-11-01,ACT,Australian Capital Territory,1193.0,138.0,1055.0
2023-12-01,Sydney,Greater Sydney,2205.0,910.0,1295.0
2023-12-01,Melbourne,Greater Melbourne,2898.0,1792.0,1106.0
2023-12-01,Brisbane,Greater Brisbane,1190.0,855.0,335.0
2023-12-01,Adelaide,Greater Adelaide,588.0,446.0,142.0
2023-12-01,Perth,Greater Perth,1030.0,898.0,132.0
2023-12-01,Hobart,Greater Hobart,63.0,63.0,0.0
2023-12-01,Darwin,Greater Darwin,21.0,19.0,2.0
2023-12-01,ACT,Australian Capital Territory,458.0,60.0,398.0
2024-01-01,Sydney,Greater Sydney,1270.0,584.0,686.0
2024-01-01,Melbourne,Greater Melbourne,2593.0,1298.0,1295.0
2024-01-01,Brisbane,Greater Brisbane,901.0,800.0,101.0
2024-01-01,Adelaide,Greater Adelaide,492.0,387.0,105.0
2024-01-01,Perth,Greater Perth,1121.0,789.0,332.0
2024-01-01,Hobart,Greater Hobart,74.0,74.0,0.0
2024-01-01,Darwin,Greater Darwin,13.0,13.0,0.0
2024-01-01,ACT,Australian Capital Territory,252.0,77.0,175.0
2024-02-01,Sydney,Greater Sydney,2811.0,1040.0,1771.0
2024-02-01,Melbourne,Greater Melbourne,3124.0,2150.0,974.0
2024-02-01,Brisbane,Greater Brisbane,1546.0,1216.0,330.0
2024-02-01,Adelaide,Greater Adelaide,737.0,554.0,183.0
2024-02-01,Perth,Greater Perth,1333.0,1128.0,205.0
2024-02-01,Hobart,Greater Hobart,146.0,81.0,65.0
2024-02-01,Darwin,Greater Darwin,21.0,17.0,4.0
2024-02-01,ACT,Australian Capital Territory,48.0,28.0,20.0
2024-03-01,Sydney,Greater Sydney,2427.0,1068.0,1359.0
2024-03-01,Melbourne,Greater Melbourne,3004.0,2186.0,818.0
2024-03-01,Brisbane,Greater Brisbane,1487.0,1085.0,402.0
2024-03-01,Adelaide,Greater Adelaide,693.0,553.0,140.0
2024-03-01,Perth,Greater Perth,1381.0,1227.0,154.0
2024-03-01,Hobart,Greater Hobart,77.0,77.0,0.0
2024-03-01,Darwin,Greater Darwin,25.0,25.0,0.0
2024-03-01,ACT,Australian Capital Territory,423.0,50.0,373.0
2024-04-01,Sydney,Greater Sydney,2161.0,981.0,1180.0
2024-04-01,Melbourne,Greater Melbourne,3231.0,2088.0,1143.0
2024-04-01,Brisbane,Greater Brisbane,1334.0,1015.0,319.0
2024-04-01,Adelaide,Greater Adelaide,834.0,593.0,241.0
2024-04-01,Perth,Greater Perth,1396.0,1207.0,189.0
2024-04-01,Hobart,Greater Hobart,52.0,52.0,0.0
2024-04-01,Darwin,Greater Darwin,30.0,24.0,6.0
2024-04-01,ACT,Australian Capital Territory,341.0,68.0,273.0
2024-05-01,Sydney,Greater Sydney,2779.0,1110.0,1669.0
2024-05-01,Melbourne,Greater Melbourne,3926.0,2302.0,1624.0
2024-05-01,Brisbane,Greater Brisbane,1635.0,1169.0,466.0
2024-05-01,Adelaide,Greater Adelaide,876.0,599.0,277.0
2024-05-01,Perth,Greater Perth,2019.0,1513.0,506.0
2024-05-01,Hobart,Greater Hobart,93.0,93.0,0.0
2024-05-01,Darwin,Greater Darwin,26.0,24.0,2.0
2024-05-01,ACT,Australian Capital Territory,99.0,73.0,26.0
2024-06-01,Sydney,Greater Sydney,1680.0,955.0,725.0
2024-06-01,Melbourne,Greater Melbourne,2800.0,2003.0,797.0
2024-06-01,Brisbane,Greater Brisbane,1829.0,1214.0,615.0
2024-06-01,Adelaide,Greater Adelaide,840.0,607.0,233.0
2024-06-01,Perth,Greater Perth,1416.0,1174.0,242.0
2024-06-01,Hobart,Greater Hobart,74.0,72.0,2.0
2024-06-01,Darwin,Greater Darwin,19.0,19.0,0.0
2024-06-01,ACT,Australian Capital Territory,212.0,49.0,163.0
2024-07-01,Sydney,Greater Sydney,2621.0,1098.0,1523.0
2024-07-01,Melbourne,Greater Melbourne,4283.0,2202.0,2081.0
2024-07-01,Brisbane,Greater Brisbane,1809.0,1256.0,553.0
2024-07-01,Adelaide,Greater Adelaide,1046.0,707.0,339.0
2024-07-01,Perth,Greater Perth,1712.0,1535.0,177.0
2024-07-01,Hobart,Greater Hobart,96.0,73.0,23.0
2024-07-01,Darwin,Greater Darwin,29.0,29.0,0.0
2024-07-01,ACT,Australian Capital Territory,71.0,50.0,21.0
2024-08-01,Sydney,Greater Sydney,2161.0,1224.0,937.0
2024-08-01,Melbourne,Greater Melbourne,3982.0,2478.0,1504.0
2024-08-01,Brisbane,Greater Brisbane,2027.0,1267.0,760.0
2024-08-01,Adelaide,Greater Adelaide,890.0,695.0,195.0
2024-08-01,Perth,Greater Perth,1584.0,1357.0,227.0
2024-08-01,Hobart,Greater Hobart,52.0,51.0,1.0
2024-08-01,Darwin,Greater Darwin,26.0,22.0,4.0
2024-08-01,ACT,Australian Capital Territory,79.0,59.0,20.0
2024-09-01,Sydney,Greater Sydney,1816.0,1140.0,676.0
2024-09-01,Melbourne,Greater Melbourne,3800.0,1885.0,1915.0
2024-09-01,Brisbane,Greater Brisbane,2118.0,1294.0,824.0
2024-09-01,Adelaide,Greater Adelaide,827.0,614.0,213.0
2024-09-01,Perth,Greater Perth,1790.0,1426.0,364.0
2024-09-01,Hobart,Greater Hobart,68.0,68.0,0.0
2024-09-01,Darwin,Greater Darwin,18.0,15.0,3.0
2024-09-01,ACT,Australian Capital Territory,199.0,59.0,140.0
2024-10-01,Sydney,Greater Sydney,3300.0,1143.0,2157.0
2024-10-01,Melbourne,Greater Melbourne,5424.0,2339.0,3085.0
2024-10-01,Brisbane,Greater Brisbane,2077.0,1333.0,744.0
2024-10-01,Adelaide,Greater Adelaide,992.0,814.0,178.0
2024-10-01,Perth,Greater Perth,1632.0,1468.0,164.0
2024-10-01,Hobart,Greater Hobart,116.0,113.0,3.0
2024-10-01,Darwin,Greater Darwin,20.0,20.0,0.0
2024-10-01,ACT,Australian Capital Territory,134.0,70.0,64.0
2024-11-01,Sydney,Greater Sydney,2710.0,1198.0,1512.0
2024-11-01,Melbourne,Greater Melbourne,4145.0,2224.0,1921.0
2024-11-01,Brisbane,Greater Brisbane,1944.0,1255.0,689.0
2024-11-01,Adelaide,Greater Adelaide,1064.0,876.0,188.0
2024-11-01,Perth,Greater Perth,1660.0,1298.0,362.0
2024-11-01,Hobart,Greater Hobart,63.0,63.0,0.0
2024-11-01,Darwin,Greater Darwin,38.0,20.0,18.0
2024-11-01,ACT,Australian Capital Territory,118.0,52.0,66.0
2024-12-01,Sydney,Greater Sydney,3154.0,986.0,2168.0
2024-12-01,Melbourne,Greater Melbourne,3278.0,1682.0,1596.0
2024-12-01,Brisbane,Greater Brisbane,1860.0,864.0,996.0
2024-12-01,Adelaide,Greater Adelaide,840.0,571.0,269.0
2024-12-01,Perth,Greater Perth,1265.0,1088.0,177.0
2024-12-01,Hobart,Greater Hobart,67.0,64.0,3.0
2024-12-01,Darwin,Greater Darwin,13.0,13.0,0.0
2024-12-01,ACT,Australian Capital Territory,203.0,48.0,155.0
2025-01-01,Sydney,Greater Sydney,3772.0,682.0,3090.0
2025-01-01,Melbourne,Greater Melbourne,3175.0,1389.0,1786.0
2025-01-01,Brisbane,Greater Brisbane,1118.0,800.0,318.0
2025-01-01,Adelaide,Greater Adelaide,956.0,535.0,421.0
2025-01-01,Perth,Greater Perth,1176.0,959.0,217.0
2025-01-01,Hobart,Greater Hobart,41.0,41.0,0.0
2025-01-01,Darwin,Greater Darwin,43.0,19.0,24.0
2025-01-01,ACT,Australian Capital Territory,77.0,39.0,38.0
2025-02-01,Sydney,Greater Sydney,1825.0,1007.0,818.0
2025-02-01,Melbourne,Greater Melbourne,5012.0,2088.0,2924.0
2025-02-01,Brisbane,Greater Brisbane,1538.0,1188.0,350.0
2025-02-01,Adelaide,Greater Adelaide,1111.0,621.0,490.0
2025-02-01,Perth,Greater Perth,2008.0,1157.0,851.0
2025-02-01,Hobart,Greater Hobart,137.0,136.0,1.0
2025-02-01,Darwin,Greater Darwin,39.0,27.0,12.0
2025-02-01,ACT,Australian Capital Territory,284.0,55.0,229.0
2025-03-01,Sydney,Greater Sydney,2743.0,1235.0,1508.0
2025-03-01,Melbourne,Greater Melbourne,3393.0,1985.0,1408.0
2025-03-01,Brisbane,Greater Brisbane,1849.0,1108.0,741.0
2025-03-01,Adelaide,Greater Adelaide,965.0,602.0,363.0
2025-03-01,Perth,Greater Perth,1529.0,1347.0,182.0
2025-03-01,Hobart,Greater Hobart,55.0,55.0,0.0
2025-03-01,Darwin,Greater Darwin,38.0,38.0,0.0
2025-03-01,ACT,Australian Capital Territory,682.0,66.0,616.0
2025-04-01,Sydney,Greater Sydney,2400.0,969.0,1431.0
2025-04-01,Melbourne,Greater Melbourne,3121.0,1690.0,1431.0
2025-04-01,Brisbane,Greater Brisbane,1907.0,1058.0,849.0
2025-04-01,Adelaide,Greater Adelaide,1025.0,591.0,434.0
2025-04-01,Perth,Greater Perth,1931.0,1453.0,478.0
2025-04-01,Hobart,Greater Hobart,72.0,57.0,15.0
2025-04-01,Darwin,Greater Darwin,36.0,33.0,3.0
2025-04-01,ACT,Australian Capital Territory,84.0,60.0,24.0
2025-05-01,Sydney,Greater Sydney,3699.0,1198.0,2501.0
2025-05-01,Melbourne,Greater Melbourne,3547.0,2130.0,1417.0
2025-05-01,Brisbane,Greater Brisbane,1531.0,1115.0,416.0
2025-05-01,Adelaide,Greater Adelaide,1032.0,654.0,378.0
2025-05-01,Perth,Greater Perth,1806.0,1265.0,541.0
2025-05-01,Hobart,Greater Hobart,69.0,54.0,15.0
2025-05-01,Darwin,Greater Darwin,33.0,33.0,0.0
2025-05-01,ACT,Australian Capital Territory,108.0,87.0,21.0
2025-06-01,Sydney,Greater Sydney,3372.0,1107.0,2265.0
2025-06-01,Melbourne,Greater Melbourne,3370.0,2009.0,1361.0
2025-06-01,Brisbane,Greater Brisbane,1810.0,1068.0,742.0
2025-06-01,Adelaide,Greater Adelaide,1089.0,577.0,512.0
2025-06-01,Perth,Greater Perth,1365.0,1137.0,228.0
2025-06-01,Hobart,Greater Hobart,49.0,49.0,0.0
2025-06-01,Darwin,Greater Darwin,31.0,31.0,0.0
2025-06-01,ACT,Australian Capital Territory,792.0,60.0,732.0
2025-07-01,Sydney,Greater Sydney,3083.0,1102.0,1981.0
2025-07-01,Melbourne,Greater Melbourne,3846.0,2274.0,1572.0
2025-07-01,Brisbane,Greater Brisbane,1773.0,1204.0,569.0
2025-07-01,Adelaide,Greater Adelaide,1034.0,637.0,397.0
2025-07-01,Perth,Greater Perth,1744.0,1452.0,292.0
2025-07-01,Hobart,Greater Hobart,86.0,61.0,25.0
2025-07-01,Darwin,Greater Darwin,42.0,36.0,6.0
2025-07-01,ACT,Australian Capital Territory,219.0,63.0,156.0
2025-08-01,Sydney,Greater Sydney,1974.0,1100.0,874.0
2025-08-01,Melbourne,Greater Melbourne,3350.0,2000.0,1350.0
2025-08-01,Brisbane,Greater Brisbane,2230.0,1168.0,1062.0
2025-08-01,Adelaide,Greater Adelaide,908.0,600.0,308.0
2025-08-01,Perth,Greater Perth,1601.0,1326.0,275.0
2025-08-01,Hobart,Greater Hobart,136.0,132.0,4.0
2025-08-01,Darwin,Greater Darwin,37.0,37.0,0.0
2025-08-01,ACT,Australian Capital Territory,572.0,61.0,511.0
2025-09-01,Sydney,Greater Sydney,4067.0,1193.0,2874.0
2025-09-01,Melbourne,Greater Melbourne,4631.0,2092.0,2539.0
2025-09-01,Brisbane,Greater Brisbane,2378.0,1207.0,1171.0
2025-09-01,Adelaide,Greater Adelaide,993.0,695.0,298.0
2025-09-01,Perth,Greater Perth,1584.0,1389.0,195.0
2025-09-01,Hobart,Greater Hobart,124.0,111.0,13.0
2025-09-01,Darwin,Greater Darwin,62.0,43.0,19.0
2025-09-01,ACT,Australian Capital Territory,91.0,71.0,20.0
2025-10-01,Sydney,Greater Sydney,2827.0,1212.0,1615.0
2025-10-01,Melbourne,Greater Melbourne,3755.0,2166.0,1589.0
2025-10-01,Brisbane,Greater Brisbane,2090.0,1333.0,757.0
2025-10-01,Adelaide,Greater Adelaide,1097.0,676.0,421.0
2025-10-01,Perth,Greater Perth,2268.0,1639.0,629.0
2025-10-01,Hobart,Greater Hobart,83.0,83.0,0.0
2025-10-01,Darwin,Greater Darwin,36.0,35.0,1.0
2025-10-01,ACT,Australian Capital Territory,668.0,78.0,590.0
2025-11-01,Sydney,Greater Sydney,3232.0,1196.0,2036.0
2025-11-01,Melbourne,Greater Melbourne,3902.0,1810.0,2092.0
2025-11-01,Brisbane,Greater Brisbane,1923.0,1252.0,671.0
2025-11-01,Adelaide,Greater Adelaide,1080.0,675.0,405.0
2025-11-01,Perth,Greater Perth,1790.0,1443.0,347.0
2025-11-01,Hobart,Greater Hobart,57.0,57.0,0.0
2025-11-01,Darwin,Greater Darwin,32.0,32.0,0.0
2025-11-01,ACT,Australian Capital Territory,303.0,69.0,234.0
2025-12-01,Sydney,Greater Sydney,3013.0,1055.0,1958.0
2025-12-01,Melbourne,Greater Melbourne,2531.0,1721.0,810.0
2025-12-01,Brisbane,Greater Brisbane,2355.0,991.0,1364.0
2025-12-01,Adelaide,Greater Adelaide,1021.0,615.0,406.0
2025-12-01,Perth,Greater Perth,1569.0,1376.0,193.0
2025-12-01,Hobart,Greater Hobart,78.0,58.0,20.0
2025-12-01,Darwin,Greater Darwin,53.0,26.0,27.0
2025-12-01,ACT,Australian Capital Territory,579.0,99.0,480.0
2026-01-01,Sydney,Greater Sydney,1860.0,653.0,1207.0
2026-01-01,Melbourne,Greater Melbourne,1608.0,1129.0,479.0
2026-01-01,Brisbane,Greater Brisbane,1549.0,991.0,558.0
2026-01-01,Adelaide,Greater Adelaide,791.0,481.0,310.0
2026-01-01,Perth,Greater Perth,1602.0,1277.0,325.0
2026-01-01,Hobart,Greater Hobart,64.0,51.0,13.0
2026-01-01,Darwin,Greater Darwin,26.0,20.0,6.0
2026-01-01,ACT,Australian Capital Territory,76.0,44.0,32.0
2026-02-01,Sydney,Greater Sydney,2465.0,1186.0,1279.0
2026-02-01,Melbourne,Greater Melbourne,4860.0,2083.0,2777.0
2026-02-01,Brisbane,Greater Brisbane,1981.0,1314.0,667.0
2026-02-01,Adelaide,Greater Adelaide,1047.0,661.0,386.0
2026-02-01,Perth,Greater Perth,2372.0,1495.0,877.0
2026-02-01,Hobart,Greater Hobart,82.0,82.0,0.0
2026-02-01,Darwin,Greater Darwin,19.0,19.0,0.0
2026-02-01,ACT,Australian Capital Territory,612.0,47.0,565.0
2026-03-01,Sydney,Greater Sydney,3031.0,1552.0,1479.0
2026-03-01,Melbourne,Greater Melbourne,4068.0,2029.0,2039.0
2026-03-01,Brisbane,Greater Brisbane,2407.0,1441.0,966.0
2026-03-01,Adelaide,Greater Adelaide,1093.0,624.0,469.0
2026-03-01,Perth,Greater Perth,1799.0,1494.0,305.0
2026-03-01,Hobart,Greater Hobart,65.0,65.0,0.0
2026-03-01,Darwin,Greater Darwin,39.0,27.0,12.0
2026-03-01,ACT,Australian Capital Territory,165.0,79.0,86.0
