date,city,city_name,total,houses,non_houses
2010-02-01,ACT,Australian Capital Territory,292.0,120.0,172.0
2010-03-01,Sydney,Greater Sydney,1949.0,812.0,1137.0
2010-03-01,Melbourne,Greater Melbourne,4633.0,2572.0,2061.0
2010-03-01,Brisbane,Greater Brisbane,1759.0,1148.0,611.0
2010-03-01,Adelaide,Greater Adelaide,984.0,825.0,159.0
2010-03-01,Perth,Greater Perth,2036.0,1229.0,807.0
2010-03-01,Hobart,Greater Hobart,125.0,92.0,33.0
2010-03-01,Darwin,Greater Darwin,58.0,44.0,14.0
2010-03-01,ACT,Australian Capital Territory,397.0,286.0,111.0
2010-04-01,Sydney,Greater Sydney,1747.0,673.0,1074.0
2010-04-01,Melbourne,Greater Melbourne,3778.0,2127.0,1651.0
2010-04-01,Brisbane,Greater Brisbane,1761.0,864.0,897.0
2010-04-01,Adelaide,Greater Adelaide,728.0,609.0,119.0
2010-04-01,Perth,Greater Perth,1491.0,1086.0,405.0
2010-04-01,Hobart,Greater Hobart,105.0,64.0,41.0
2010-04-01,Darwin,Greater Darwin,140.0,57.0,83.0
2010-04-01,ACT,Australian Capital Territory,548.0,182.0,366.0
2010-05-01,Sydney,Greater Sydney,1998.0,691.0,1307.0
2010-05-01,Melbourne,Greater Melbourne,3785.0,2341.0,1444.0
2010-05-01,Brisbane,Greater Brisbane,1648.0,950.0,698.0
2010-05-01,Adelaide,Greater Adelaide,1161.0,639.0,522.0
2010-05-01,Perth,Greater Perth,1563.0,1329.0,234.0
2010-05-01,Hobart,Greater Hobart,93.0,85.0,8.0
2010-05-01,Darwin,Greater Darwin,70.0,32.0,38.0
2010-05-01,ACT,Australian Capital Territory,377.0,148.0,229.0
2010-06-01,Sydney,Greater Sydney,1662.0,828.0,834.0
2010-06-01,Melbourne,Greater Melbourne,4365.0,2446.0,1919.0
2010-06-01,Brisbane,Greater Brisbane,1767.0,889.0,878.0
2010-06-01,Adelaide,Greater Adelaide,750.0,568.0,182.0
2010-06-01,Perth,Greater Perth,1466.0,1317.0,149.0
2010-06-01,Hobart,Greater Hobart,101.0,85.0,16.0
2010-06-01,Darwin,Greater Darwin,131.0,40.0,91.0
2010-06-01,ACT,Australian Capital Territory,488.0,221.0,267.0
2010-07-01,Sydney,Greater Sydney,2277.0,726.0,1551.0
2010-07-01,Melbourne,Greater Melbourne,4917.0,2598.0,2319.0
2010-07-01,Brisbane,Greater Brisbane,1297.0,894.0,403.0
2010-07-01,Adelaide,Greater Adelaide,871.0,661.0,210.0
2010-07-01,Perth,Greater Perth,1350.0,1065.0,285.0
2010-07-01,Hobart,Greater Hobart,156.0,94.0,62.0
2010-07-01,Darwin,Greater Darwin,239.0,38.0,201.0
2010-07-01,ACT,Australian Capital Territory,358.0,181.0,177.0
2010-08-01,Sydney,Greater Sydney,1517.0,673.0,844.0
2010-08-01,Melbourne,Greater Melbourne,4989.0,2282.0,2707.0
2010-08-01,Brisbane,Greater Brisbane,1373.0,947.0,426.0
2010-08-01,Adelaide,Greater Adelaide,789.0,613.0,176.0
2010-08-01,Perth,Greater Perth,1473.0,1327.0,146.0
2010-08-01,Hobart,Greater Hobart,84.0,63.0,21.0
2010-08-01,Darwin,Greater Darwin,155.0,28.0,127.0
2010-08-01,ACT,Australian Capital Territory,568.0,144.0,424.0
2010-09-01,Sydney,Greater Sydney,1678.0,713.0,965.0
2010-09-01,Melbourne,Greater Melbourne,4541.0,2294.0,2247.0
2010-09-01,Brisbane,Greater Brisbane,1557.0,935.0,622.0
2010-09-01,Adelaide,Greater Adelaide,735.0,571.0,164.0
2010-09-01,Perth,Greater Perth,1394.0,1143.0,251.0
2010-09-01,Hobart,Greater Hobart,116.0,89.0,27.0
2010-09-01,Darwin,Greater Darwin,136.0,73.0,63.0
2010-09-01,ACT,Australian Capital Territory,277.0,140.0,137.0
2010-10-01,Sydney,Greater Sydney,2764.0,783.0,1981.0
2010-10-01,Melbourne,Greater Melbourne,4425.0,2282.0,2143.0
2010-10-01,Brisbane,Greater Brisbane,1610.0,923.0,687.0
2010-10-01,Adelaide,Greater Adelaide,707.0,515.0,192.0
2010-10-01,Perth,Greater Perth,1327.0,1109.0,218.0
2010-10-01,Hobart,Greater Hobart,159.0,83.0,76.0
2010-10-01,Darwin,Greater Darwin,44.0,37.0,7.0
2010-10-01,ACT,Australian Capital Territory,1059.0,240.0,819.0
2010-11-01,Sydney,Greater Sydney,2391.0,786.0,1605.0
2010-11-01,Melbourne,Greater Melbourne,4019.0,2136.0,1883.0
2010-11-01,Brisbane,Greater Brisbane,1174.0,853.0,321.0
2010-11-01,Adelaide,Greater Adelaide,834.0,579.0,255.0
2010-11-01,Perth,Greater Perth,1619.0,1232.0,387.0
2010-11-01,Hobart,Greater Hobart,130.0,70.0,60.0
2010-11-01,Darwin,Greater Darwin,48.0,29.0,19.0
2010-11-01,ACT,Australian Capital Territory,361.0,149.0,212.0
2010-12-01,Sydney,Greater Sydney,2404.0,615.0,1789.0
2010-12-01,Melbourne,Greater Melbourne,4421.0,1877.0,2544.0
2010-12-01,Brisbane,Greater Brisbane,1567.0,754.0,813.0
2010-12-01,Adelaide,Greater Adelaide,674.0,398.0,276.0
2010-12-01,Perth,Greater Perth,1265.0,963.0,302.0
2010-12-01,Hobart,Greater Hobart,94.0,68.0,26.0
2010-12-01,Darwin,Greater Darwin,271.0,53.0,218.0
2010-12-01,ACT,Australian Capital Territory,488.0,159.0,329.0
2011-01-01,Sydney,Greater Sydney,1474.0,553.0,921.0
2011-01-01,Melbourne,Greater Melbourne,3217.0,1645.0,1572.0
2011-01-01,Brisbane,Greater Brisbane,1175.0,489.0,686.0
2011-01-01,Adelaide,Greater Adelaide,423.0,316.0,107.0
2011-01-01,Perth,Greater Perth,1024.0,898.0,126.0
2011-01-01,Hobart,Greater Hobart,60.0,52.0,8.0
2011-01-01,Darwin,Greater Darwin,13.0,9.0,4.0
2011-01-01,ACT,Australian Capital Territory,223.0,104.0,119.0
2011-02-01,Sydney,Greater Sydney,1814.0,782.0,1032.0
2011-02-01,Melbourne,Greater Melbourne,3076.0,1957.0,1119.0
2011-02-01,Brisbane,Greater Brisbane,1014.0,575.0,439.0
2011-02-01,Adelaide,Greater Adelaide,855.0,467.0,388.0
2011-02-01,Perth,Greater Perth,1325.0,1122.0,203.0
2011-02-01,Hobart,Greater Hobart,89.0,64.0,25.0
2011-02-01,Darwin,Greater Darwin,53.0,15.0,38.0
2011-02-01,ACT,Australian Capital Territory,320.0,212.0,108.0
2011-03-01,Sydney,Greater Sydney,2278.0,812.0,1466.0
2011-03-01,Melbourne,Greater Melbourne,4660.0,2255.0,2405.0
2011-03-01,Brisbane,Greater Brisbane,1216.0,845.0,371.0
2011-03-01,Adelaide,Greater Adelaide,728.0,497.0,231.0
2011-03-01,Perth,Greater Perth,1353.0,1039.0,314.0
2011-03-01,Hobart,Greater Hobart,163.0,124.0,39.0
2011-03-01,Darwin,Greater Darwin,22.0,22.0,0.0
2011-03-01,ACT,Australian Capital Territory,645.0,184.0,461.0
2011-04-01,Sydney,Greater Sydney,2058.0,599.0,1459.0
2011-04-01,Melbourne,Greater Melbourne,3759.0,1691.0,2068.0
2011-04-01,Brisbane,Greater Brisbane,1260.0,554.0,706.0
2011-04-01,Adelaide,Greater Adelaide,647.0,382.0,265.0
2011-04-01,Perth,Greater Perth,1101.0,910.0,191.0
2011-04-01,Hobart,Greater Hobart,80.0,64.0,16.0
2011-04-01,Darwin,Greater Darwin,27.0,18.0,9.0
2011-04-01,ACT,Australian Capital Territory,461.0,130.0,331.0
2011-05-01,Sydney,Greater Sydney,1537.0,790.0,747.0
2011-05-01,Melbourne,Greater Melbourne,3197.0,2080.0,1117.0
2011-05-01,Brisbane,Greater Brisbane,1506.0,719.0,787.0
2011-05-01,Adelaide,Greater Adelaide,839.0,484.0,355.0
2011-05-01,Perth,Greater Perth,1385.0,1121.0,264.0
2011-05-01,Hobart,Greater Hobart,144.0,73.0,71.0
2011-05-01,Darwin,Greater Darwin,74.0,40.0,34.0
2011-05-01,ACT,Australian Capital Territory,633.0,103.0,530.0
2011-06-01,Sydney,Greater Sydney,1374.0,782.0,592.0
2011-06-01,Melbourne,Greater Melbourne,3993.0,2106.0,1887.0
2011-06-01,Brisbane,Greater Brisbane,1178.0,706.0,472.0
2011-06-01,Adelaide,Greater Adelaide,682.0,506.0,176.0
2011-06-01,Perth,Greater Perth,1432.0,1297.0,135.0
2011-06-01,Hobart,Greater Hobart,140.0,102.0,38.0
2011-06-01,Darwin,Greater Darwin,176.0,127.0,49.0
2011-06-01,ACT,Australian Capital Territory,473.0,102.0,371.0
2011-07-01,Sydney,Greater Sydney,2104.0,813.0,1291.0
2011-07-01,Melbourne,Greater Melbourne,3687.0,2092.0,1595.0
2011-07-01,Brisbane,Greater Brisbane,1035.0,493.0,542.0
2011-07-01,Adelaide,Greater Adelaide,572.0,436.0,136.0
2011-07-01,Perth,Greater Perth,1304.0,1084.0,220.0
2011-07-01,Hobart,Greater Hobart,83.0,48.0,35.0
2011-07-01,Darwin,Greater Darwin,211.0,29.0,182.0
2011-07-01,ACT,Australian Capital Territory,795.0,146.0,649.0
2011-08-01,Sydney,Greater Sydney,3046.0,808.0,2238.0
2011-08-01,Melbourne,Greater Melbourne,3945.0,2053.0,1892.0
2011-08-01,Brisbane,Greater Brisbane,1946.0,665.0,1281.0
2011-08-01,Adelaide,Greater Adelaide,580.0,458.0,122.0
2011-08-01,Perth,Greater Perth,1427.0,1168.0,259.0
2011-08-01,Hobart,Greater Hobart,84.0,77.0,7.0
2011-08-01,Darwin,Greater Darwin,53.0,21.0,32.0
2011-08-01,ACT,Australian Capital Territory,277.0,197.0,80.0
2011-09-01,Sydney,Greater Sydney,1976.0,838.0,1138.0
2011-09-01,Melbourne,Greater Melbourne,3356.0,1968.0,1388.0
2011-09-01,Brisbane,Greater Brisbane,1267.0,580.0,687.0
2011-09-01,Adelaide,Greater Adelaide,650.0,432.0,218.0
2011-09-01,Perth,Greater Perth,1299.0,1095.0,204.0
2011-09-01,Hobart,Greater Hobart,70.0,58.0,12.0
2011-09-01,Darwin,Greater Darwin,94.0,64.0,30.0
2011-09-01,ACT,Australian Capital Territory,462.0,196.0,266.0
2011-10-01,Sydney,Greater Sydney,2050.0,810.0,1240.0
2011-10-01,Melbourne,Greater Melbourne,2565.0,1678.0,887.0
2011-10-01,Brisbane,Greater Brisbane,796.0,544.0,252.0
2011-10-01,Adelaide,Greater Adelaide,608.0,454.0,154.0
2011-10-01,Perth,Greater Perth,1335.0,997.0,338.0
2011-10-01,Hobart,Greater Hobart,58.0,45.0,13.0
2011-10-01,Darwin,Greater Darwin,138.0,77.0,61.0
2011-10-01,ACT,Australian Capital Territory,649.0,129.0,520.0
2011-11-01,Sydney,Greater Sydney,2242.0,840.0,1402.0
2011-11-01,Melbourne,Greater Melbourne,3573.0,1901.0,1672.0
2011-11-01,Brisbane,Greater Brisbane,951.0,666.0,285.0
2011-11-01,Adelaide,Greater Adelaide,574.0,481.0,93.0
2011-11-01,Perth,Greater Perth,1198.0,1024.0,174.0
2011-11-01,Hobart,Greater Hobart,68.0,55.0,13.0
2011-11-01,Darwin,Greater Darwin,29.0,29.0,0.0
2011-11-01,ACT,Australian Capital Territory,193.0,130.0,63.0
2011-12-01,Sydney,Greater Sydney,1720.0,622.0,1098.0
2011-12-01,Melbourne,Greater Melbourne,2543.0,1425.0,1118.0
2011-12-01,Brisbane,Greater Brisbane,1273.0,491.0,782.0
2011-12-01,Adelaide,Greater Adelaide,431.0,309.0,122.0
2011-12-01,Perth,Greater Perth,1215.0,994.0,221.0
2011-12-01,Hobart,Greater Hobart,69.0,65.0,4.0
2011-12-01,Darwin,Greater Darwin,181.0,20.0,161.0
2011-12-01,ACT,Australian Capital Territory,379.0,133.0,246.0
2012-01-01,Sydney,Greater Sydney,1641.0,460.0,1181.0
2012-01-01,Melbourne,Greater Melbourne,1952.0,1044.0,908.0
2012-01-01,Brisbane,Greater Brisbane,738.0,544.0,194.0
2012-01-01,Adelaide,Greater Adelaide,405.0,333.0,72.0
2012-01-01,Perth,Greater Perth,1160.0,1043.0,117.0
2012-01-01,Hobart,Greater Hobart,50.0,45.0,5.0
2012-01-01,Darwin,Greater Darwin,98.0,28.0,70.0
2012-01-01,ACT,Australian Capital Territory,87.0,87.0,0.0
2012-02-01,Sydney,Greater Sydney,1116.0,626.0,490.0
2012-02-01,Melbourne,Greater Melbourne,3468.0,1650.0,1818.0
2012-02-01,Brisbane,Greater Brisbane,1124.0,680.0,444.0
2012-02-01,Adelaide,Greater Adelaide,568.0,414.0,154.0
2012-02-01,Perth,Greater Perth,1127.0,1016.0,111.0
2012-02-01,Hobart,Greater Hobart,64.0,60.0,4.0
2012-02-01,Darwin,Greater Darwin,43.0,25.0,18.0
2012-02-01,ACT,Australian Capital Territory,321.0,173.0,148.0
2012-03-01,Sydney,Greater Sydney,2424.0,742.0,1682.0
2012-03-01,Melbourne,Greater Melbourne,2850.0,1624.0,1226.0
2012-03-01,Brisbane,Greater Brisbane,1034.0,746.0,288.0
2012-03-01,Adelaide,Greater Adelaide,617.0,478.0,139.0
2012-03-01,Perth,Greater Perth,1640.0,1184.0,456.0
2012-03-01,Hobart,Greater Hobart,75.0,65.0,10.0
2012-03-01,Darwin,Greater Darwin,53.0,52.0,1.0
2012-03-01,ACT,Australian Capital Territory,243.0,155.0,88.0
2012-04-01,Sydney,Greater Sydney,1528.0,538.0,990.0
2012-04-01,Melbourne,Greater Melbourne,2780.0,1276.0,1504.0
2012-04-01,Brisbane,Greater Brisbane,1017.0,525.0,492.0
2012-04-01,Adelaide,Greater Adelaide,369.0,243.0,126.0
2012-04-01,Perth,Greater Perth,661.0,629.0,32.0
2012-04-01,Hobart,Greater Hobart,77.0,41.0,36.0
2012-04-01,Darwin,Greater Darwin,183.0,55.0,128.0
2012-04-01,ACT,Australian Capital Territory,199.0,136.0,63.0
2012-05-01,Sydney,Greater Sydney,2850.0,839.0,2011.0
2012-05-01,Melbourne,Greater Melbourne,4258.0,1758.0,2500.0
2012-05-01,Brisbane,Greater Brisbane,1090.0,722.0,368.0
2012-05-01,Adelaide,Greater Adelaide,530.0,390.0,140.0
2012-05-01,Perth,Greater Perth,1135.0,958.0,177.0
2012-05-01,Hobart,Greater Hobart,61.0,57.0,4.0
2012-05-01,Darwin,Greater Darwin,247.0,70.0,177.0
2012-05-01,ACT,Australian Capital Territory,972.0,198.0,774.0
2012-06-01,Sydney,Greater Sydney,2409.0,684.0,1725.0
2012-06-01,Melbourne,Greater Melbourne,4895.0,1631.0,3264.0
2012-06-01,Brisbane,Greater Brisbane,1473.0,686.0,787.0
2012-06-01,Adelaide,Greater Adelaide,470.0,321.0,149.0
2012-06-01,Perth,Greater Perth,1486.0,896.0,590.0
2012-06-01,Hobart,Greater Hobart,70.0,49.0,21.0
2012-06-01,Darwin,Greater Darwin,108.0,79.0,29.0
2012-06-01,ACT,Australian Capital Territory,286.0,104.0,182.0
2012-07-01,Sydney,Greater Sydney,2119.0,978.0,1141.0
2012-07-01,Melbourne,Greater Melbourne,2764.0,1736.0,1028.0
2012-07-01,Brisbane,Greater Brisbane,1040.0,653.0,387.0
2012-07-01,Adelaide,Greater Adelaide,477.0,373.0,104.0
2012-07-01,Perth,Greater Perth,1374.0,982.0,392.0
2012-07-01,Hobart,Greater Hobart,99.0,56.0,43.0
2012-07-01,Darwin,Greater Darwin,58.0,52.0,6.0
2012-07-01,ACT,Australian Capital Territory,197.0,177.0,20.0
2012-08-01,Sydney,Greater Sydney,1842.0,786.0,1056.0
2012-08-01,Melbourne,Greater Melbourne,4105.0,1814.0,2291.0
2012-08-01,Brisbane,Greater Brisbane,1061.0,661.0,400.0
2012-08-01,Adelaide,Greater Adelaide,520.0,404.0,116.0
2012-08-01,Perth,Greater Perth,1707.0,1230.0,477.0
2012-08-01,Hobart,Greater Hobart,71.0,49.0,22.0
2012-08-01,Darwin,Greater Darwin,253.0,96.0,157.0
2012-08-01,ACT,Australian Capital Territory,225.0,169.0,56.0
2012-09-01,Sydney,Greater Sydney,3299.0,839.0,2460.0
2012-09-01,Melbourne,Greater Melbourne,4326.0,1632.0,2694.0
2012-09-01,Brisbane,Greater Brisbane,1343.0,567.0,776.0
2012-09-01,Adelaide,Greater Adelaide,521.0,416.0,105.0
2012-09-01,Perth,Greater Perth,1508.0,1155.0,353.0
2012-09-01,Hobart,Greater Hobart,57.0,57.0,0.0
2012-09-01,Darwin,Greater Darwin,432.0,45.0,387.0
2012-09-01,ACT,Australian Capital Territory,226.0,150.0,76.0
2012-10-01,Sydney,Greater Sydney,3456.0,1060.0,2396.0
2012-10-01,Melbourne,Greater Melbourne,3493.0,1832.0,1661.0
2012-10-01,Brisbane,Greater Brisbane,1167.0,582.0,585.0
2012-10-01,Adelaide,Greater Adelaide,606.0,388.0,218.0
2012-10-01,Perth,Greater Perth,1853.0,1266.0,587.0
2012-10-01,Hobart,Greater Hobart,65.0,59.0,6.0
2012-10-01,Darwin,Greater Darwin,53.0,48.0,5.0
2012-10-01,ACT,Australian Capital Territory,251.0,139.0,112.0
2012-11-01,Sydney,Greater Sydney,2594.0,915.0,1679.0
2012-11-01,Melbourne,Greater Melbourne,3636.0,1565.0,2071.0
2012-11-01,Brisbane,Greater Brisbane,1245.0,590.0,655.0
2012-11-01,Adelaide,Greater Adelaide,579.0,439.0,140.0
2012-11-01,Perth,Greater Perth,1720.0,1436.0,284.0
2012-11-01,Hobart,Greater Hobart,65.0,56.0,9.0
2012-11-01,Darwin,Greater Darwin,151.0,73.0,78.0
2012-11-01,ACT,Australian Capital Territory,488.0,171.0,317.0
2012-12-01,Sydney,Greater Sydney,3195.0,773.0,2422.0
2012-12-01,Melbourne,Greater Melbourne,3071.0,1202.0,1869.0
2012-12-01,Brisbane,Greater Brisbane,1079.0,420.0,659.0
2012-12-01,Adelaide,Greater Adelaide,480.0,359.0,121.0
2012-12-01,Perth,Greater Perth,1390.0,1022.0,368.0
2012-12-01,Hobart,Greater Hobart,43.0,35.0,8.0
2012-12-01,Darwin,Greater Darwin,117.0,42.0,75.0
2012-12-01,ACT,Australian Capital Territory,299.0,123.0,176.0
2013-01-01,Sydney,Greater Sydney,2166.0,580.0,1586.0
2013-01-01,Melbourne,Greater Melbourne,2280.0,1046.0,1234.0
2013-01-01,Brisbane,Greater Brisbane,895.0,524.0,371.0
2013-01-01,Adelaide,Greater Adelaide,417.0,283.0,134.0
2013-01-01,Perth,Greater Perth,1408.0,1163.0,245.0
2013-01-01,Hobart,Greater Hobart,51.0,49.0,2.0
2013-01-01,Darwin,Greater Darwin,92.0,47.0,45.0
2013-01-01,ACT,Australian Capital Territory,202.0,107.0,95.0
2013-02-01,Sydney,Greater Sydney,1912.0,887.0,1025.0
2013-02-01,Melbourne,Greater Melbourne,2889.0,1402.0,1487.0
2013-02-01,Brisbane,Greater Brisbane,1096.0,526.0,570.0
2013-02-01,Adelaide,Greater Adelaide,743.0,446.0,297.0
2013-02-01,Perth,Greater Perth,1429.0,1160.0,269.0
2013-02-01,Hobart,Greater Hobart,47.0,36.0,11.0
2013-02-01,Darwin,Greater Darwin,281.0,44.0,237.0
2013-02-01,ACT,Australian Capital Territory,392.0,117.0,275.0
2013-03-01,Sydney,Greater Sydney,2192.0,815.0,1377.0
2013-03-01,Melbourne,Greater Melbourne,2874.0,1329.0,1545.0
2013-03-01,Brisbane,Greater Brisbane,1214.0,551.0,663.0
2013-03-01,Adelaide,Greater Adelaide,468.0,371.0,97.0
2013-03-01,Perth,Greater Perth,1659.0,1315.0,344.0
2013-03-01,Hobart,Greater Hobart,45.0,38.0,7.0
2013-03-01,Darwin,Greater Darwin,177.0,76.0,101.0
2013-03-01,ACT,Australian Capital Territory,304.0,183.0,121.0
2013-04-01,Sydney,Greater Sydney,3139.0,804.0,2335.0
2013-04-01,Melbourne,Greater Melbourne,3472.0,1518.0,1954.0
2013-04-01,Brisbane,Greater Brisbane,1113.0,648.0,465.0
2013-04-01,Adelaide,Greater Adelaide,569.0,428.0,141.0
2013-04-01,Perth,Greater Perth,1893.0,1346.0,547.0
2013-04-01,Hobart,Greater Hobart,84.0,29.0,55.0
2013-04-01,Darwin,Greater Darwin,161.0,68.0,93.0
2013-04-01,ACT,Australian Capital Territory,366.0,129.0,237.0
2013-05-01,Sydney,Greater Sydney,2452.0,1069.0,1383.0
2013-05-01,Melbourne,Greater Melbourne,3473.0,1868.0,1605.0
2013-05-01,Brisbane,Greater Brisbane,1366.0,690.0,676.0
2013-05-01,Adelaide,Greater Adelaide,863.0,505.0,358.0
2013-05-01,Perth,Greater Perth,2295.0,1660.0,635.0
2013-05-01,Hobart,Greater Hobart,55.0,44.0,11.0
2013-05-01,Darwin,Greater Darwin,106.0,57.0,49.0
2013-05-01,ACT,Australian Capital Territory,607.0,120.0,487.0
2013-06-01,Sydney,Greater Sydney,2826.0,870.0,1956.0
2013-06-01,Melbourne,Greater Melbourne,2460.0,1427.0,1033.0
2013-06-01,Brisbane,Greater Brisbane,1364.0,589.0,775.0
2013-06-01,Adelaide,Greater Adelaide,558.0,439.0,119.0
2013-06-01,Perth,Greater Perth,1937.0,1524.0,413.0
2013-06-01,Hobart,Greater Hobart,74.0,52.0,22.0
2013-06-01,Darwin,Greater Darwin,92.0,55.0,37.0
2013-06-01,ACT,Australian Capital Territory,245.0,128.0,117.0
2013-07-01,Sydney,Greater Sydney,2660.0,1092.0,1568.0
2013-07-01,Melbourne,Greater Melbourne,3870.0,1696.0,2174.0
2013-07-01,Brisbane,Greater Brisbane,1471.0,776.0,695.0
2013-07-01,Adelaide,Greater Adelaide,788.0,525.0,263.0
2013-07-01,Perth,Greater Perth,2096.0,1651.0,445.0
2013-07-01,Hobart,Greater Hobart,92.0,64.0,28.0
2013-07-01,Darwin,Greater Darwin,321.0,134.0,187.0
2013-07-01,ACT,Australian Capital Territory,844.0,206.0,638.0
2013-08-01,Sydney,Greater Sydney,3109.0,937.0,2172.0
2013-08-01,Melbourne,Greater Melbourne,3185.0,1719.0,1466.0
2013-08-01,Brisbane,Greater Brisbane,1637.0,735.0,902.0
2013-08-01,Adelaide,Greater Adelaide,684.0,487.0,197.0
2013-08-01,Perth,Greater Perth,2095.0,1710.0,385.0
2013-08-01,Hobart,Greater Hobart,90.0,66.0,24.0
2013-08-01,Darwin,Greater Darwin,86.0,73.0,13.0
2013-08-01,ACT,Australian Capital Territory,374.0,63.0,311.0
2013-09-01,Sydney,Greater Sydney,4698.0,1069.0,3629.0
2013-09-01,Melbourne,Greater Melbourne,4130.0,1593.0,2537.0
2013-09-01,Brisbane,Greater Brisbane,1822.0,780.0,1042.0
2013-09-01,Adelaide,Greater Adelaide,738.0,487.0,251.0
2013-09-01,Perth,Greater Perth,2097.0,1561.0,536.0
2013-09-01,Hobart,Greater Hobart,51.0,48.0,3.0
2013-09-01,Darwin,Greater Darwin,182.0,53.0,129.0
2013-09-01,ACT,Australian Capital Territory,310.0,122.0,188.0
2013-10-01,Sydney,Greater Sydney,3726.0,1168.0,2558.0
2013-10-01,Melbourne,Greater Melbourne,4647.0,1787.0,2860.0
2013-10-01,Brisbane,Greater Brisbane,2072.0,807.0,1265.0
2013-10-01,Adelaide,Greater Adelaide,808.0,537.0,271.0
2013-10-01,Perth,Greater Perth,2125.0,1775.0,350.0
2013-10-01,Hobart,Greater Hobart,65.0,60.0,5.0
2013-10-01,Darwin,Greater Darwin,310.0,63.0,247.0
2013-10-01,ACT,Australian Capital Territory,451.0,105.0,346.0
2013-11-01,Sydney,Greater Sydney,3708.0,1092.0,2616.0
2013-11-01,Melbourne,Greater Melbourne,3806.0,1836.0,1970.0
2013-11-01,Brisbane,Greater Brisbane,2369.0,737.0,1632.0
2013-11-01,Adelaide,Greater Adelaide,920.0,517.0,403.0
2013-11-01,Perth,Greater Perth,2182.0,1605.0,577.0
2013-11-01,Hobart,Greater Hobart,51.0,45.0,6.0
2013-11-01,Darwin,Greater Darwin,91.0,42.0,49.0
2013-11-01,ACT,Australian Capital Territory,327.0,175.0,152.0
2013-12-01,Sydney,Greater Sydney,3866.0,948.0,2918.0
2013-12-01,Melbourne,Greater Melbourne,3158.0,1357.0,1801.0
2013-12-01,Brisbane,Greater Brisbane,2052.0,562.0,1490.0
2013-12-01,Adelaide,Greater Adelaide,711.0,498.0,213.0
2013-12-01,Perth,Greater Perth,1904.0,1433.0,471.0
2013-12-01,Hobart,Greater Hobart,55.0,39.0,16.0
2013-12-01,Darwin,Greater Darwin,41.0,22.0,19.0
2013-12-01,ACT,Australian Capital Territory,379.0,128.0,251.0
2014-01-01,Sydney,Greater Sydney,3330.0,940.0,2390.0
2014-01-01,Melbourne,Greater Melbourne,2916.0,1591.0,1325.0
2014-01-01,Brisbane,Greater Brisbane,1830.0,736.0,1094.0
2014-01-01,Adelaide,Greater Adelaide,748.0,496.0,252.0
2014-01-01,Perth,Greater Perth,1894.0,1406.0,488.0
2014-01-01,Hobart,Greater Hobart,52.0,52.0,0.0
2014-01-01,Darwin,Greater Darwin,81.0,49.0,32.0
2014-01-01,ACT,Australian Capital Territory,457.0,161.0,296.0
2014-02-01,Sydney,Greater Sydney,2803.0,1128.0,1675.0
2014-02-01,Melbourne,Greater Melbourne,3912.0,1805.0,2107.0
2014-02-01,Brisbane,Greater Brisbane,1423.0,766.0,657.0
2014-02-01,Adelaide,Greater Adelaide,678.0,556.0,122.0
2014-02-01,Perth,Greater Perth,2292.0,1613.0,679.0
2014-02-01,Hobart,Greater Hobart,76.0,69.0,7.0
2014-02-01,Darwin,Greater Darwin,73.0,64.0,9.0
2014-02-01,ACT,Australian Capital Territory,387.0,128.0,259.0
2014-03-01,Sydney,Greater Sydney,3689.0,1155.0,2534.0
2014-03-01,Melbourne,Greater Melbourne,3282.0,1783.0,1499.0
2014-03-01,Brisbane,Greater Brisbane,1482.0,790.0,692.0
2014-03-01,Adelaide,Greater Adelaide,613.0,548.0,65.0
2014-03-01,Perth,Greater Perth,2044.0,1696.0,348.0
2014-03-01,Hobart,Greater Hobart,52.0,52.0,0.0
2014-03-01,Darwin,Greater Darwin,78.0,72.0,6.0
2014-03-01,ACT,Australian Capital Territory,410.0,184.0,226.0
2014-04-01,Sydney,Greater Sydney,2500.0,928.0,1572.0
2014-04-01,Melbourne,Greater Melbourne,4635.0,1734.0,2901.0
2014-04-01,Brisbane,Greater Brisbane,1353.0,918.0,435.0
2014-04-01,Adelaide,Greater Adelaide,742.0,484.0,258.0
2014-04-01,Perth,Greater Perth,2000.0,1495.0,505.0
2014-04-01,Hobart,Greater Hobart,76.0,76.0,0.0
2014-04-01,Darwin,Greater Darwin,83.0,66.0,17.0
2014-04-01,ACT,Australian Capital Territory,293.0,159.0,134.0
2014-05-01,Sydney,Greater Sydney,3338.0,1170.0,2168.0
2014-05-01,Melbourne,Greater Melbourne,3448.0,2026.0,1422.0
2014-05-01,Brisbane,Greater Brisbane,1959.0,931.0,1028.0
2014-05-01,Adelaide,Greater Adelaide,836.0,604.0,232.0
2014-05-01,Perth,Greater Perth,2593.0,1921.0,672.0
2014-05-01,Hobart,Greater Hobart,117.0,109.0,8.0
2014-05-01,Darwin,Greater Darwin,421.0,87.0,334.0
2014-05-01,ACT,Australian Capital Territory,213.0,180.0,33.0
2014-06-01,Sydney,Greater Sydney,2967.0,1045.0,1922.0
2014-06-01,Melbourne,Greater Melbourne,3611.0,1798.0,1813.0
2014-06-01,Brisbane,Greater Brisbane,1750.0,920.0,830.0
2014-06-01,Adelaide,Greater Adelaide,742.0,487.0,255.0
2014-06-01,Perth,Greater Perth,2228.0,1782.0,446.0
2014-06-01,Hobart,Greater Hobart,70.0,68.0,2.0
